success,spl,distance
0.0,0.0,6.149197
0.0,0.0,7.4581747
0.0,0.0,4.9302692
0.0,0.0,6.595347
0.0,0.0,6.3215117
0.0,0.0,7.046595
0.0,0.0,7.1874433
0.0,0.0,7.277097
0.0,0.0,5.4072804
0.0,0.0,4.067237
